10001111111111111111111111111111 011
11000111111111111111111111111111 011
00000100001000000000000000000010 011
11000011110000000000000000000000 010
1111111111111111000000000011000 001
0111101110111010000000011000000 010
11111111011011111111111111111111 000
11111111111111111111000011000000 100
11111111111000011000011000111111 101
00011111000000111111111111111111 110
01111111111111111111111111111111 101
11111111111111100000001111100011 011
11111111111110000110000000001111 100
11111111111111111111111111100000 011
11000000011111000111111111111111 011
1111111111111111111100001100001 101
11111111111111111111111111111110 011
11111000000000011000111111111111 001
10000000001100000000000000000000 111
11111111111111111111111000000011 010
10000111111100000000000000000000 100
0111111111110011111111111111111 111
10000000100000000000000000000000 011
10001100001000000000000000000000 101
11111111111111111111111100000000 001
11111111110000110000110001101101 101
11111111111111111000000000000000 000
11110001111111111111111111111111 111
11111111111000011111000000111111 110
11111111111111111111111100001111 110
11100000000000000000000000000000 010
1000111111111111111111111111111 001
1110000000000000001111111111111 000
11111111111111111111111111001101 110
11111111111111111111111111111001 111
11111111111111111111111111111000 000
11101000000000000000000000000000 000
10011111111111111111111111111111 001
11111111111111111111111111111100 110
11111100000000000000000000000000 100
11111111111111111111111111111100 001
10011111111111111111111111111111 011
11000000111111111111111111111111 110
00000000010000000000000000000000 111
11111111111111111111111000000000 001
10001100001000000000000000000000 101
11111111111111111111111110011110 110
11111111111111111111110111111110 011
11110000000000000000000000000000 000
11111111111111111111101111111111 010
10001100000100001111111101111111 101
11000000100000000000000000000000 011
10000000001000000000000000000000 111
11111100001111100000011111111111 110
11111111011001111111111111111110 101
1111111111111111111111100001100 101
11111111111100000000000000000000 000
11111111111101111111111111111111 001
11110000000110000001111111111111 010
11111111111111100001111100000011 110
11111111111111111111111111011100 010
11111111111111111111101100001100 101
10000000000000000000000000000000 011
01111110111100000001100000011111 010
1111111111111111111111000000000 001
10000111100000000000000000000000 010
11111111111111111111111111111100 100
11111111111111111111111110000000 011
1110000000000110001111111111111 001
11111111111111111111111111100000 001
1111111111111111111000000011000 010
00010000000000000000000000000000 001
11111111111100001100000000011111 100
11111111111011111111111111111111 011
11111111100000000001100011111111 001
10001111111111111111111111111111 111
00000011110000000000000000000000 110
11111111111000000000000000111111 000
11111111111111111111111111111000 110
11111111111111111111111111111100 110
11111111111111110000000110000001 010
11111111111111111111111111111100 010
11111111111111111111110000111110 110
11111000011111111000111111111111 111
1100000000000000000000000000000 010
11111111111111111111111011111111 011
11111110000111110000001111111111 110
11111111111111111111111111111110 001
11111111111111111111111110000000 000
11111111111111111110111111111111 110
10000000000000011111111111111111 000
11111110011111111111011111111111 111
11111111011111111111111111111111 110
11111111111111100001111100000011 110
00001111111111111111111111111111 010
11111110110000000011000000111111 010
1000000000110001111111111111111 001
11111111111111111111111111111000 011
00011111110000000000000000000000 100
10001111000000000000000000000000 010
11111000011000011000111111111111 101
1111111111111111111111000011000 101
11111111100001100000000011111111 100
1111111111100001100001100011111 101
11111111111111011111011111111000 010
11111111110000000000010001111111 001
11111111111111111111111111100000 001
11111111111111111111111111000011 101
11110000100000000000000000000000 001
11111111111111110000110000000001 100
11111111000000000000000111111111 000
11111111111111111111111110000110 100
00111111011111111111111111111111 011
10001111111111111111111111111111 101
10000111110000001111111111111111 110
11111111111110111111111111111111 101
11111111111111111111100000001100 010
01000011110000000000000000000000 010
10000111100000000000000000000000 010
11110000100000000000000000000000 001
11111111111111110000000000000001 000
11111111101111000111111111111101 100
11111111111111111111111111111100 000
10000001100000001111111111111111 010
11111111111111000011111000000111 110
1000000000000000000000000000000 010
11110000000000000001111111111111 000
11111111111111111111111111000011 110
11111111110000111111110001111111 111
11111110000110000000001111111111 100
11000000000011000111111111111111 001
11100000011111111111111111111111 110
11111111111111111111111111111100 100
11111111111111111111110000000111 011
11111111111110000111110000001111 110
11111111111111111111111111111011 010
11111111111111011111111111111111 000
11111111111111111111111100000000 000
10000111100000000000000000000000 010
11111111111111111111111111110000 000
11111111100000111111110011111111 111
11111111111111111100001111111100 111
11111111111111111111111000000000 001
11111111111111111111111111101111 100
01001010011111111110001111101110 111
11111111111111111111111100001111 111
11111111000011111000000111111111 110
11111111111110111111111111110000 101
10001100011111111111111111111111 101
11111111111110000110000000001111 100
00000010000000000000000000000000 101
11111111111111111111111110000000 000
11111111111000011000000000111111 100
11111111111111111111111000000011 010
11100000001111100011111111111111 011
11111111011111110111111111111111 110
11111000000000000000000000000000 100
11111111111111111111111000011000 101
11111111111110000000111110001111 011
11111111111111111110000110000110 101
11111110111111100001111111100011 111
11111111111111111111000111000000 100
11111100000000000000000000000000 100
1111111111111111111111111110000 100
11000011111111000111111111111111 111
11010011111111100001111111100110 100
11111111111111111111000111111000 110
11111110111111111110001010001000 110
11111111110111111111011111111111 111
11111111111111111111111110000000 011
11111000000000000000011111111111 000
0001111111111111111111111111111 111
11111111111111111111110000110000 101
10000100000000000000000000000000 001
00000010000000000000000000000000 011
11111111111111111111111111111100 110
111111111111111111111111111100 110
00000011000000111111111111111111 010
11111111111111111111110000000000 001
00000011010000000000000000000000 110
11110000111100000000000000000000 010
11111111111100001111111100011111 111
00000100011100100000010000000000 000
11111111111111111100000000001100 001
11111111111111111111100000001100 010
1111111111111110000110000110001 101
1111111111111111111111111110111 011
0111111111111111111111111111111 111
00000111111111111111111111111111 010
1111111111111111110111111111111 111
11000000000000000000000000000000 100
11111111111111111111111000011000 100
11111111111111111111111111111000 010
1111111111000000001111000111111 011
11111111111111111111111110000000 011
11110000100000000000000000000000 001
11111111111111111111111111110000 001
11111111111100001100000000011111 100
11111111101111111111111111000001 101
11111111111111111111100000001100 010
10000111110000000111111111111111 110
11111111000000000011000111111111 001
1111111111111000011000000000111 100
01111111011111111111111111111111 101
11111011111111111111111111100001 110
00010000000000000000000000000000 001
11111111111111111111111111111100 011
11111111111111111111111100000000 000
11111111111111011111111111111111 101
11111111111111111111111111111110 001
11111111111000011000000000111111 100
11111111111111100001111100000011 110
11111111111000000011111000111111 011
11111111110000110000100000110000 101
11111111111111111111101111111111 111
11111100001000000000000000000000 001
11000000001111111111111111111111 100
11111111111111111111111011111011 000
11111100001100000000011111111111 100
0000010000000000000000000000000 010
1011110111111011100000000011110 011
11111111110000000000110001111111 001
11111111011111111111011111111111 000
10000001000000000000000000000000 011
11111111111111111111111000011000 100
11111111111111111011111111111000 000
11110000000000110001111111111111 001
01110100101010001111011101010101 000
11111111110000000011110001111111 011
1111111111111111111111100000000 001
11000000000011000111111111111111 001
11100000001000000000000000000000 011
10000000000000000000000000000000 100
1111111111111111111110010111111 101
11000000011111000111111111111111 011
11000011111000000111111111111111 110
11111111110000000111110001111111 011
00000110000000000000000000000000 010
11111111111000000011000000111111 010
11011010010000000000110001100010 001
11111111111111000011000011000111 101
11111111111111111111111000011000 101
11110000000000000000000000000000 100
11111111111111111110111111011111 100
11000011111000000111111111111111 110
11111111111100001111100000011111 110
11111111111111111000011111111000 111
11111111111111111111111111111000 001
11111111111000000011111000111111 011
11110001111111100011111111111111 111
11111111111111111111000011111000 110
11111111111111111111111110000000 010
11111111000000011111000111011111 011
11111111111111110000110000110001 101
11100001111100000001111111111111 110
11111111111111111111111111100000 010
11111111111111111111111111000011 111
11111111111111001111111111101111 111
1111111110000110000000001111111 100
11111111111111111111111111110000 010
10000111111110001111111111111111 111
11111111000000001111100111111111 011
11111111100000000001100011111111 001
11111111100001100000000011111111 100
11000000000100000000000000000000 111
11111111001111111111111111111111 111
1111111111111111111111110000000 001
11111111111111111101111111111111 101
11111100000001111100011111111111 011
11111111111111111111111000000000 001
11111111111111111111111100001100 101
10000000000000000000000000000000 100
11111111111111111111111000000000 000
10000000111110001111111111111111 011
1000000000011000111111111111111 001
11111110000000000011001111111111 001
11111111111111111111111111110001 111
11111111111111000000011110000111 011
11111100001111111100011111111111 111
1111111100001111100000011111111 110
10001111111110011111111111111111 111
11111111111100000000000000001111 000
11100011111111111111111111111111 111
1111111111110000000110000001111 010
11111111111111111111110001111111 111
1111000011110000000000000000000 010
11111111111111111111111111110000 011
11000000000000000000000000000000 010
11011111111101111111111111111111 111
10000000000110001111111111111111 001
11111111111111111111000111111000 110
11111111111111111111111000000000 000
11111011111111111111111111111111 101
11011111111111110111111111111111 101
11111111111111111111110000000111 011
11111111111111000011000011000111 101
11111111111111100000100000000011 100
0001100001100011111111111111011 101
01101101111110000001100000001111 110
11111111111111111111111110111111 001
1000000000000000000000000000000 010
10000000111110001111111111111111 011
11111111111111111111111011111110 010
11111111111111100000001111100011 011
1111111111000011000011000111111 101
11111100000000000000011111111111 000
11111111111000011000011000111111 101
11000000000000000000000000000000 100
00000011000000011111111111111111 010
11111111111101111111111111111111 010
10011111111111111111111111111111 011
10001111111110011111111111111111 111
00000011000000000000100001100000 011
11111111111111111111111111111100 001
11111111111111111111111111110000 100
11111111111111110000000000000001 000
00000000000000011111111111110011 000
11100111111111111111111111111111 111
11111111111111111111111100000000 000
11111100111111111111111111111111 111
11111111111111111111110000110000 100
11111111111111111111111111111000 001
11111111111111111111000011000011 101
11111111111101111111111111111111 011
11111111111111111111111111111100 010
11111111111111100001100000000011 100
11111111111111111111111110000000 000
11111111111111111111111111111011 101
11111111111111111110001100001110 101
11111111101111111111111111111111 101
11000000000011000111111111111111 001
11111111111111000011111000000111 110
0000100000000000000000000000000 001
1000000110000001111111111111111 010
11000000000011000111111111111111 001
11111111111111111111111111111100 110
1111111111000000001100000011111 010
11111111111111111111110000111110 110
1111111111111100001111100000011 110
10001111000000000000000000000000 010
11111100000001111100011111111111 011
11000000000000000000000000000000 110
11111111111111111111100000001111 011
11111111111111111111111100000000 000
11111111111111111111111111111110 011
11110000000100000000000000000000 011
1111111111111111111111110111111 011
11100000001000000000000000000000 011
11111111111111100000000000000011 000
11111111111111111111111111110000 001
11111111111111111111100001100000 100
11111111111111111111011111111111 110
11011100000000000000000000000000 000
